Employee ID,Office Location,Department,Idea Submission Date,Idea Title,Idea Category,Number of Votes,Collaboration Status,Approval Status,Implementation Status,Security Concern Flag
bc6c1bdb,Brazil,Urban Development,21/06/2023,Idea 1466,Sustainable Transport,311,Cross-Regional Team,Approved,Not Started,No
46a67d2d,France,Technology,17/02/2025,Idea 1467,Renewable Energy,102,Single Contributor,Pending,Not Started,No
cebf33a2,Mexico,Urban Development,16/11/2024,Idea 1468,Smart Cities,461,Cross-Regional Team,Approved,Completed,No
b4bf043b,UK,Environmental Policy,28/09/2024,Idea 1469,Carbon Capture,361,Single Contributor,Pending,Not Started,No
a7011af4,Australia,Research,15/04/2023,Idea 1470,Sustainable Transport,486,Cross-Regional Team,Approved,In Progress,No
db9bbd2d,Australia,Infrastructure,26/06/2023,Idea 1471,Circular Economy,12,Cross-Regional Team,Pending,Not Started,No
1967c7aa,India,Infrastructure,30/03/2024,Idea 1472,Water Management,78,Single Contributor,Pending,Not Started,No
ad62b50b,Germany,Renewable Energy,23/04/2023,Idea 1473,Renewable Energy,25,Cross-Regional Team,Rejected,Not Started,No
a8790e1c,Brazil,Renewable Energy,11/08/2024,Idea 1474,Water Management,188,Single Contributor,Rejected,Not Started,No
97c6e2bc,France,Research,28/12/2024,Idea 1475,Circular Economy,52,Single Contributor,Approved,Not Started,No
0d03c5cd,USA,Urban Development,20/05/2024,Idea 1476,Sustainable Transport,228,Single Contributor,Approved,In Progress,No
4c2b36a2,UK,Research,30/09/2024,Idea 1477,Smart Cities,353,Single Contributor,Rejected,Not Started,No
09809a42,India,Research,20/02/2024,Idea 1478,Water Management,166,Single Contributor,Pending,Not Started,No
ff1aeeef,Australia,Research,12/10/2024,Idea 1479,Carbon Capture,264,Single Contributor,Pending,Not Started,No
95295724,Brazil,Research,04/02/2024,Idea 1480,Sustainable Transport,275,Cross-Regional Team,Approved,In Progress,No
84990dca,Germany,Infrastructure,21/04/2023,Idea 1481,Circular Economy,309,Single Contributor,Rejected,Not Started,No
be6c3af1,UK,Technology,03/01/2025,Idea 1482,Circular Economy,80,Single Contributor,Approved,In Progress,No
21557d6f,China,Urban Development,19/11/2023,Idea 1483,Renewable Energy,455,Single Contributor,Pending,Not Started,No
75903af3,Mexico,Environmental Policy,22/05/2024,Idea 1484,Carbon Capture,212,Cross-Regional Team,Approved,Not Started,No
16d84aec,Mexico,Technology,24/02/2025,Idea 1485,Carbon Capture,305,Cross-Regional Team,Approved,Not Started,No
86cb168d,Mexico,Urban Development,06/09/2024,Idea 1486,Renewable Energy,272,Single Contributor,Pending,Not Started,No
81e02855,China,Environmental Policy,18/10/2024,Idea 1487,Carbon Capture,263,Single Contributor,Approved,In Progress,No
e2ae7f08,USA,Technology,20/12/2023,Idea 1488,Smart Cities,53,Cross-Regional Team,Rejected,Not Started,No
ee618ded,Brazil,Technology,06/12/2024,Idea 1489,Renewable Energy,410,Cross-Regional Team,Approved,Completed,No
05dbca5d,UK,Environmental Policy,27/04/2024,Idea 1490,Carbon Capture,98,Cross-Regional Team,Approved,Not Started,No
485258ee,Canada,Technology,30/09/2024,Idea 1491,Renewable Energy,458,Cross-Regional Team,Pending,Not Started,No
ea042f83,UK,Infrastructure,13/11/2023,Idea 1492,Smart Cities,59,Single Contributor,Approved,In Progress,No
a167afcf,UK,Renewable Energy,02/06/2024,Idea 1493,Smart Cities,29,Single Contributor,Rejected,Not Started,No
2abf8131,South Africa,Infrastructure,20/09/2023,Idea 1494,Water Management,105,Cross-Regional Team,Pending,Not Started,No
e1566086,Canada,Infrastructure,05/08/2024,Idea 1495,Renewable Energy,121,Cross-Regional Team,Pending,Not Started,No
c0d95cd0,UK,Research,11/04/2023,Idea 1496,Sustainable Transport,69,Cross-Regional Team,Pending,Not Started,No
64bb43d1,China,Infrastructure,14/01/2024,Idea 1497,Water Management,302,Single Contributor,Rejected,Not Started,No
0b55c769,China,Technology,02/08/2024,Idea 1498,Smart Cities,105,Single Contributor,Approved,In Progress,No
50100417,Australia,Environmental Policy,09/05/2024,Idea 1499,Smart Cities,405,Single Contributor,Approved,Completed,No
5a81e942,India,Research,23/11/2024,Idea 1500,Carbon Capture,92,Cross-Regional Team,Approved,Completed,Yes
4ec9144b,South Africa,Infrastructure,14/03/2023,Idea 1501,Carbon Capture,454,Single Contributor,Approved,In Progress,No
fbec317c,China,Research,29/10/2023,Idea 1502,Water Management,64,Cross-Regional Team,Pending,Not Started,No
413eff86,South Africa,Renewable Energy,05/02/2025,Idea 1503,Smart Cities,12,Cross-Regional Team,Approved,In Progress,No
fe151b69,USA,Research,24/08/2024,Idea 1504,Circular Economy,167,Cross-Regional Team,Pending,Not Started,No
70a244fb,South Africa,Research,25/12/2024,Idea 1505,Carbon Capture,258,Cross-Regional Team,Approved,Completed,No
369015ea,Brazil,Renewable Energy,07/04/2024,Idea 1506,Renewable Energy,163,Single Contributor,Approved,Completed,No
470eaf44,USA,Urban Development,30/07/2024,Idea 1507,Smart Cities,99,Cross-Regional Team,Pending,Not Started,No
8f89390d,South Africa,Urban Development,24/08/2023,Idea 1508,Carbon Capture,280,Single Contributor,Pending,Not Started,No
e03c30f2,Brazil,Research,29/10/2023,Idea 1509,Water Management,65,Single Contributor,Rejected,Not Started,No
8fdd588f,Brazil,Research,17/01/2025,Idea 1510,Renewable Energy,121,Single Contributor,Approved,Not Started,No
33634dab,South Africa,Research,03/11/2023,Idea 1511,Circular Economy,341,Cross-Regional Team,Pending,Not Started,No
8b5aa6be,Brazil,Renewable Energy,07/03/2024,Idea 1512,Sustainable Transport,54,Cross-Regional Team,Pending,Not Started,No
55556375,Japan,Environmental Policy,30/07/2023,Idea 1513,Circular Economy,117,Single Contributor,Rejected,Not Started,No
2d316d96,India,Environmental Policy,04/01/2024,Idea 1514,Smart Cities,260,Cross-Regional Team,Pending,Not Started,No
43818d73,South Africa,Infrastructure,11/05/2023,Idea 1515,Carbon Capture,404,Cross-Regional Team,Pending,Not Started,No
2dcb5eb7,Mexico,Technology,01/12/2024,Idea 1516,Circular Economy,297,Single Contributor,Pending,Not Started,No
5bb20116,Mexico,Research,14/11/2023,Idea 1517,Renewable Energy,334,Cross-Regional Team,Approved,Not Started,Yes
4246ba71,UK,Technology,15/08/2024,Idea 1518,Circular Economy,391,Cross-Regional Team,Rejected,Not Started,No
614187a2,Germany,Technology,10/09/2024,Idea 1519,Circular Economy,45,Single Contributor,Approved,Completed,No
f9a132e8,South Africa,Research,10/09/2024,Idea 1520,Smart Cities,404,Single Contributor,Approved,Completed,Yes
70068f4b,USA,Technology,30/11/2024,Idea 1521,Smart Cities,401,Single Contributor,Pending,Not Started,No
e265c96c,Brazil,Infrastructure,26/12/2023,Idea 1522,Water Management,457,Single Contributor,Approved,Not Started,No
d5264586,USA,Infrastructure,12/02/2025,Idea 1523,Smart Cities,341,Cross-Regional Team,Approved,Not Started,Yes
73e8e2e4,Brazil,Infrastructure,29/01/2025,Idea 1524,Smart Cities,188,Cross-Regional Team,Rejected,Not Started,No
31042166,India,Research,07/11/2024,Idea 1525,Carbon Capture,205,Cross-Regional Team,Approved,Not Started,No
ee8a7985,Japan,Urban Development,06/11/2023,Idea 1526,Circular Economy,114,Cross-Regional Team,Approved,In Progress,No
9f85a9ef,France,Infrastructure,08/04/2024,Idea 1527,Renewable Energy,173,Single Contributor,Rejected,Not Started,No
6f0c7899,Brazil,Research,22/04/2024,Idea 1528,Renewable Energy,367,Single Contributor,Rejected,Not Started,No
e8180877,Japan,Research,23/06/2023,Idea 1529,Smart Cities,216,Cross-Regional Team,Rejected,Not Started,No
47b444db,Japan,Renewable Energy,08/01/2024,Idea 1530,Renewable Energy,12,Single Contributor,Approved,Not Started,No
6c02ad79,Germany,Infrastructure,07/07/2024,Idea 1531,Sustainable Transport,476,Single Contributor,Pending,Not Started,No
2070d901,Germany,Environmental Policy,10/05/2023,Idea 1532,Smart Cities,294,Single Contributor,Approved,In Progress,No
0198ade2,Japan,Environmental Policy,10/04/2024,Idea 1533,Water Management,136,Cross-Regional Team,Rejected,Not Started,No
50991c64,Canada,Technology,03/09/2023,Idea 1534,Renewable Energy,472,Single Contributor,Pending,Not Started,No
c4e51628,South Africa,Renewable Energy,29/11/2023,Idea 1535,Carbon Capture,17,Cross-Regional Team,Rejected,Not Started,No
04ae17be,South Africa,Environmental Policy,20/05/2024,Idea 1536,Renewable Energy,407,Cross-Regional Team,Approved,In Progress,No
d9f8cffd,India,Environmental Policy,22/07/2023,Idea 1537,Water Management,496,Cross-Regional Team,Rejected,Not Started,No
31d8d6c3,Mexico,Environmental Policy,15/09/2024,Idea 1538,Sustainable Transport,243,Cross-Regional Team,Approved,In Progress,Yes
5c27e6a5,Australia,Technology,09/09/2024,Idea 1539,Sustainable Transport,310,Single Contributor,Approved,In Progress,No
e042cd67,France,Environmental Policy,11/02/2024,Idea 1540,Sustainable Transport,220,Cross-Regional Team,Rejected,Not Started,No
d38dc102,Japan,Environmental Policy,22/06/2024,Idea 1541,Circular Economy,467,Single Contributor,Rejected,Not Started,No
cd769951,Japan,Urban Development,13/10/2023,Idea 1542,Renewable Energy,355,Cross-Regional Team,Pending,Not Started,No
162ebaee,South Africa,Research,18/08/2024,Idea 1543,Water Management,434,Single Contributor,Rejected,Not Started,No
30a9b9bb,Brazil,Urban Development,09/05/2023,Idea 1544,Sustainable Transport,19,Single Contributor,Pending,Not Started,No
daf7cb38,Canada,Renewable Energy,18/08/2023,Idea 1545,Water Management,11,Cross-Regional Team,Pending,Not Started,No
77961292,South Africa,Environmental Policy,24/08/2023,Idea 1546,Water Management,481,Cross-Regional Team,Rejected,Not Started,No
e6bfdc92,Canada,Urban Development,07/10/2023,Idea 1547,Water Management,385,Cross-Regional Team,Rejected,Not Started,No
43da0588,USA,Technology,29/11/2024,Idea 1548,Sustainable Transport,390,Cross-Regional Team,Approved,Not Started,No
0f154d4c,Australia,Renewable Energy,10/05/2023,Idea 1549,Sustainable Transport,374,Cross-Regional Team,Approved,Not Started,Yes
425e83c2,USA,Research,14/03/2024,Idea 1550,Water Management,457,Cross-Regional Team,Approved,In Progress,No
b97df6ac,India,Infrastructure,30/10/2023,Idea 1551,Smart Cities,280,Single Contributor,Pending,Not Started,No
0e3ae713,Germany,Renewable Energy,10/04/2024,Idea 1552,Water Management,282,Single Contributor,Approved,Completed,No
a68542b9,USA,Environmental Policy,30/01/2024,Idea 1553,Water Management,491,Cross-Regional Team,Rejected,Not Started,Yes
22eb4c86,Mexico,Research,12/05/2023,Idea 1554,Carbon Capture,332,Cross-Regional Team,Rejected,Not Started,No
ff79265b,South Africa,Renewable Energy,12/07/2023,Idea 1555,Carbon Capture,244,Single Contributor,Pending,Not Started,No
e01edece,Japan,Technology,06/06/2024,Idea 1556,Smart Cities,310,Cross-Regional Team,Pending,Not Started,No
0be2a77a,Japan,Urban Development,11/09/2023,Idea 1557,Renewable Energy,174,Single Contributor,Pending,Not Started,No
82d7f7d3,Canada,Renewable Energy,06/05/2024,Idea 1558,Sustainable Transport,240,Cross-Regional Team,Approved,Not Started,No
afc46704,Mexico,Environmental Policy,26/12/2024,Idea 1559,Water Management,289,Cross-Regional Team,Approved,Completed,No
5e8ec6ca,Germany,Environmental Policy,06/12/2024,Idea 1560,Carbon Capture,50,Cross-Regional Team,Rejected,Not Started,No
e5358825,France,Technology,09/06/2023,Idea 1561,Renewable Energy,12,Single Contributor,Rejected,Not Started,No
20d50196,France,Renewable Energy,15/01/2024,Idea 1562,Carbon Capture,23,Cross-Regional Team,Pending,Not Started,No
df670fbe,France,Technology,02/01/2025,Idea 1563,Carbon Capture,444,Single Contributor,Approved,Not Started,No
83340039,South Africa,Research,20/01/2024,Idea 1564,Renewable Energy,332,Single Contributor,Pending,Not Started,No
d9d3d445,France,Technology,12/02/2024,Idea 1565,Carbon Capture,123,Single Contributor,Pending,Not Started,No
2903ee8e,USA,Research,11/09/2024,Idea 1566,Circular Economy,268,Cross-Regional Team,Rejected,Not Started,Yes
61bf35d0,India,Infrastructure,28/02/2025,Idea 1567,Sustainable Transport,395,Single Contributor,Pending,Not Started,No
de9bf9bc,UK,Urban Development,29/06/2023,Idea 1568,Renewable Energy,364,Cross-Regional Team,Approved,In Progress,No
6ee74340,Japan,Research,02/10/2024,Idea 1569,Sustainable Transport,184,Cross-Regional Team,Rejected,Not Started,No
d77e68af,Australia,Environmental Policy,11/05/2023,Idea 1570,Renewable Energy,385,Cross-Regional Team,Rejected,Not Started,No
9e2ef007,Japan,Renewable Energy,28/03/2023,Idea 1571,Carbon Capture,482,Cross-Regional Team,Approved,Completed,No
ec93e3b3,China,Technology,04/10/2024,Idea 1572,Sustainable Transport,154,Single Contributor,Rejected,Not Started,No
b4777bda,Germany,Technology,18/02/2024,Idea 1573,Circular Economy,288,Cross-Regional Team,Rejected,Not Started,No
9e488b66,Japan,Environmental Policy,04/11/2024,Idea 1574,Sustainable Transport,13,Single Contributor,Rejected,Not Started,No
8a8ce839,UK,Technology,09/02/2025,Idea 1575,Water Management,450,Cross-Regional Team,Rejected,Not Started,No
fcf4b270,France,Urban Development,01/09/2024,Idea 1576,Renewable Energy,363,Single Contributor,Pending,Not Started,No
a3126656,Brazil,Infrastructure,23/08/2024,Idea 1577,Renewable Energy,269,Single Contributor,Approved,Completed,No
a7ec0871,Germany,Infrastructure,09/09/2024,Idea 1578,Renewable Energy,257,Cross-Regional Team,Rejected,Not Started,No
3d0cbbc6,China,Technology,26/09/2023,Idea 1579,Carbon Capture,48,Single Contributor,Approved,Not Started,No
5873704f,Mexico,Renewable Energy,28/06/2024,Idea 1580,Smart Cities,228,Single Contributor,Rejected,Not Started,No
b1a3afbc,Mexico,Renewable Energy,05/03/2025,Idea 1581,Circular Economy,326,Cross-Regional Team,Pending,Not Started,Yes
1554dc1c,Canada,Urban Development,01/09/2023,Idea 1582,Renewable Energy,482,Cross-Regional Team,Rejected,Not Started,No
84740962,Japan,Environmental Policy,31/10/2023,Idea 1583,Renewable Energy,128,Single Contributor,Pending,Not Started,No
03559f9a,China,Technology,29/05/2024,Idea 1584,Smart Cities,217,Single Contributor,Approved,In Progress,No
6001f587,Brazil,Environmental Policy,17/12/2024,Idea 1585,Water Management,164,Single Contributor,Pending,Not Started,No
e7453488,France,Infrastructure,06/01/2024,Idea 1586,Carbon Capture,285,Single Contributor,Rejected,Not Started,No
0e4c2697,Australia,Renewable Energy,27/10/2024,Idea 1587,Circular Economy,447,Cross-Regional Team,Pending,Not Started,No
882fa556,Germany,Urban Development,17/02/2024,Idea 1588,Renewable Energy,475,Cross-Regional Team,Rejected,Not Started,No
62d7cb80,Mexico,Infrastructure,19/09/2023,Idea 1589,Circular Economy,65,Cross-Regional Team,Rejected,Not Started,No
2d647030,Australia,Renewable Energy,12/01/2025,Idea 1590,Carbon Capture,153,Cross-Regional Team,Approved,In Progress,No
fad2e428,USA,Infrastructure,11/01/2025,Idea 1591,Smart Cities,398,Single Contributor,Approved,Not Started,No
0b0dc35b,India,Urban Development,21/10/2024,Idea 1592,Renewable Energy,196,Cross-Regional Team,Pending,Not Started,No
05da3233,Australia,Urban Development,28/09/2023,Idea 1593,Renewable Energy,172,Cross-Regional Team,Rejected,Not Started,No
acb2363a,South Africa,Infrastructure,16/10/2023,Idea 1594,Carbon Capture,152,Cross-Regional Team,Pending,Not Started,No
7166700b,Brazil,Renewable Energy,08/01/2024,Idea 1595,Water Management,38,Cross-Regional Team,Approved,Not Started,No
894f20a4,China,Urban Development,16/06/2023,Idea 1596,Smart Cities,435,Single Contributor,Approved,Completed,No
0bd89f8f,India,Infrastructure,14/08/2024,Idea 1597,Carbon Capture,245,Single Contributor,Pending,Not Started,Yes
329a1324,France,Renewable Energy,18/04/2023,Idea 1598,Renewable Energy,434,Single Contributor,Approved,Not Started,No
5.38E+04,Japan,Renewable Energy,09/07/2023,Idea 1599,Sustainable Transport,363,Single Contributor,Rejected,Not Started,No
a50196ed,France,Research,20/04/2023,Idea 1600,Carbon Capture,462,Single Contributor,Pending,Not Started,No
a61f9c15,UK,Research,24/10/2024,Idea 1601,Circular Economy,90,Single Contributor,Approved,In Progress,No
e72a702a,Australia,Renewable Energy,19/03/2024,Idea 1602,Smart Cities,451,Single Contributor,Pending,Not Started,No
65df18c5,South Africa,Urban Development,06/02/2025,Idea 1603,Sustainable Transport,127,Single Contributor,Pending,Not Started,No
5906a928,Australia,Environmental Policy,08/07/2024,Idea 1604,Renewable Energy,387,Cross-Regional Team,Pending,Not Started,No
6292136b,UK,Renewable Energy,25/07/2024,Idea 1605,Circular Economy,294,Cross-Regional Team,Approved,Completed,No
cd930488,France,Research,27/09/2024,Idea 1606,Carbon Capture,225,Single Contributor,Rejected,Not Started,No
ef8168be,India,Research,13/05/2024,Idea 1607,Smart Cities,375,Single Contributor,Rejected,Not Started,No
f3a3fb06,India,Infrastructure,12/07/2023,Idea 1608,Sustainable Transport,36,Single Contributor,Pending,Not Started,No
fbb7073d,France,Environmental Policy,11/08/2024,Idea 1609,Smart Cities,14,Cross-Regional Team,Rejected,Not Started,No
58bc2497,Japan,Urban Development,20/03/2023,Idea 1610,Renewable Energy,201,Cross-Regional Team,Pending,Not Started,No
c5c0b257,China,Research,06/05/2023,Idea 1611,Sustainable Transport,383,Single Contributor,Pending,Not Started,No
44bbad99,Canada,Infrastructure,17/03/2023,Idea 1612,Renewable Energy,403,Cross-Regional Team,Pending,Not Started,No
e5be02a7,South Africa,Infrastructure,30/01/2025,Idea 1613,Carbon Capture,172,Cross-Regional Team,Pending,Not Started,No
d7cf3a66,France,Technology,08/10/2024,Idea 1614,Renewable Energy,14,Single Contributor,Rejected,Not Started,No
30d4ae52,South Africa,Research,29/04/2023,Idea 1615,Circular Economy,11,Cross-Regional Team,Rejected,Not Started,No
b0f280c7,Brazil,Research,17/01/2025,Idea 1616,Circular Economy,379,Cross-Regional Team,Approved,Not Started,No
c3cd9c0c,Canada,Urban Development,09/12/2023,Idea 1617,Carbon Capture,175,Cross-Regional Team,Approved,In Progress,No
f7bc99b9,Germany,Technology,19/09/2023,Idea 1618,Water Management,35,Single Contributor,Approved,Completed,No
c03172f6,South Africa,Urban Development,15/12/2023,Idea 1619,Renewable Energy,437,Cross-Regional Team,Approved,Not Started,No
77d5c6fa,Japan,Urban Development,07/04/2024,Idea 1620,Renewable Energy,387,Cross-Regional Team,Pending,Not Started,No
c6658b4b,USA,Research,07/05/2023,Idea 1621,Water Management,353,Cross-Regional Team,Approved,Not Started,No
01d742f7,Germany,Research,04/04/2023,Idea 1622,Sustainable Transport,140,Single Contributor,Approved,In Progress,Yes
7efa4983,Mexico,Renewable Energy,28/01/2025,Idea 1623,Circular Economy,403,Cross-Regional Team,Rejected,Not Started,No
b21ca89a,UK,Research,03/01/2024,Idea 1624,Carbon Capture,459,Cross-Regional Team,Rejected,Not Started,No
f95ce9d0,Brazil,Environmental Policy,08/02/2025,Idea 1625,Sustainable Transport,204,Cross-Regional Team,Pending,Not Started,No
9bc10be7,Japan,Environmental Policy,06/09/2023,Idea 1626,Circular Economy,442,Cross-Regional Team,Approved,In Progress,No
0d937a81,China,Urban Development,14/06/2024,Idea 1627,Carbon Capture,359,Cross-Regional Team,Pending,Not Started,No
be3bcee7,Germany,Urban Development,05/02/2024,Idea 1628,Circular Economy,145,Cross-Regional Team,Approved,Completed,No
9fbbda7c,China,Technology,10/03/2023,Idea 1629,Sustainable Transport,426,Single Contributor,Rejected,Not Started,No
35f98124,Germany,Environmental Policy,29/09/2023,Idea 1630,Renewable Energy,167,Single Contributor,Pending,Not Started,No
a62ec618,South Africa,Environmental Policy,27/06/2024,Idea 1631,Carbon Capture,420,Single Contributor,Rejected,Not Started,No
85f379b2,South Africa,Environmental Policy,04/08/2023,Idea 1632,Carbon Capture,203,Single Contributor,Rejected,Not Started,No
5ff7dd36,Canada,Infrastructure,04/08/2023,Idea 1633,Water Management,465,Cross-Regional Team,Rejected,Not Started,No
6eda7cd0,UK,Infrastructure,21/11/2024,Idea 1634,Circular Economy,48,Single Contributor,Approved,Not Started,No
aed90b4a,Brazil,Technology,03/10/2023,Idea 1635,Water Management,354,Cross-Regional Team,Approved,In Progress,No
7fa57dbf,China,Research,04/01/2025,Idea 1636,Renewable Energy,205,Single Contributor,Approved,In Progress,No
de773526,India,Renewable Energy,09/06/2024,Idea 1637,Water Management,445,Single Contributor,Pending,Not Started,No
86cb240e,France,Environmental Policy,29/07/2023,Idea 1638,Renewable Energy,434,Single Contributor,Pending,Not Started,No
618145c2,South Africa,Technology,28/06/2023,Idea 1639,Sustainable Transport,191,Single Contributor,Approved,Completed,No
8c1bf3d6,Canada,Infrastructure,19/01/2025,Idea 1640,Renewable Energy,211,Cross-Regional Team,Pending,Not Started,No
5b49794c,China,Urban Development,29/11/2024,Idea 1641,Water Management,421,Cross-Regional Team,Pending,Not Started,No
14cf6b38,China,Research,31/12/2024,Idea 1642,Smart Cities,448,Single Contributor,Approved,Not Started,No
4779d21d,USA,Research,07/01/2024,Idea 1643,Sustainable Transport,362,Single Contributor,Rejected,Not Started,No
138df80f,Brazil,Research,12/01/2024,Idea 1644,Carbon Capture,334,Cross-Regional Team,Pending,Not Started,No
ea2d4f93,China,Urban Development,18/10/2023,Idea 1645,Carbon Capture,415,Single Contributor,Rejected,Not Started,Yes
ee25b3aa,Brazil,Research,31/08/2024,Idea 1646,Sustainable Transport,443,Cross-Regional Team,Rejected,Not Started,No
cc5f0456,USA,Renewable Energy,11/06/2024,Idea 1647,Water Management,119,Single Contributor,Rejected,Not Started,No
03f1ef4c,Germany,Renewable Energy,24/06/2023,Idea 1648,Water Management,301,Single Contributor,Pending,Not Started,No
5d7f305b,Japan,Environmental Policy,04/10/2024,Idea 1649,Renewable Energy,488,Cross-Regional Team,Pending,Not Started,No
50a08c9b,UK,Infrastructure,01/04/2024,Idea 1650,Sustainable Transport,458,Cross-Regional Team,Approved,Not Started,No
44b6cab2,Australia,Urban Development,27/06/2024,Idea 1651,Water Management,318,Single Contributor,Rejected,Not Started,No
d98cda96,UK,Technology,02/11/2024,Idea 1652,Renewable Energy,429,Cross-Regional Team,Approved,Not Started,No
0bac3f8d,Germany,Research,12/01/2025,Idea 1653,Sustainable Transport,316,Single Contributor,Rejected,Not Started,No
5fd072e4,Australia,Environmental Policy,23/01/2024,Idea 1654,Circular Economy,194,Cross-Regional Team,Approved,Not Started,No
f7a2dc9f,Mexico,Infrastructure,17/04/2024,Idea 1655,Renewable Energy,233,Single Contributor,Pending,Not Started,No
2acaf401,Mexico,Urban Development,17/06/2023,Idea 1656,Water Management,145,Cross-Regional Team,Rejected,Not Started,No
4f76c44c,Brazil,Renewable Energy,21/11/2024,Idea 1657,Renewable Energy,65,Single Contributor,Approved,Completed,No
9d19a446,USA,Technology,09/05/2024,Idea 1658,Smart Cities,139,Cross-Regional Team,Approved,Not Started,No
d7bb64b3,UK,Urban Development,08/07/2024,Idea 1659,Sustainable Transport,191,Single Contributor,Pending,Not Started,No
ac09b65b,India,Research,25/09/2024,Idea 1660,Sustainable Transport,156,Cross-Regional Team,Approved,Completed,No
cafa231f,Germany,Urban Development,04/06/2023,Idea 1661,Sustainable Transport,78,Cross-Regional Team,Pending,Not Started,No
d4ad1c8e,Australia,Infrastructure,17/04/2023,Idea 1662,Circular Economy,296,Single Contributor,Rejected,Not Started,No
e3c0aa56,India,Urban Development,11/10/2024,Idea 1663,Renewable Energy,33,Single Contributor,Pending,Not Started,No
df89eb8b,Canada,Infrastructure,30/08/2024,Idea 1664,Water Management,408,Cross-Regional Team,Approved,Completed,No
5c3dd0e2,Germany,Environmental Policy,09/07/2024,Idea 1665,Water Management,461,Cross-Regional Team,Pending,Not Started,Yes
f87ada87,Germany,Infrastructure,07/11/2024,Idea 1666,Water Management,204,Cross-Regional Team,Approved,In Progress,No
e1dccf2f,Japan,Environmental Policy,20/03/2023,Idea 1667,Sustainable Transport,361,Single Contributor,Pending,Not Started,No
0b6626cf,South Africa,Infrastructure,22/05/2023,Idea 1668,Smart Cities,123,Cross-Regional Team,Pending,Not Started,No
f526ae1f,India,Technology,24/07/2023,Idea 1669,Renewable Energy,23,Single Contributor,Pending,Not Started,No
f2236e47,China,Technology,31/05/2023,Idea 1670,Carbon Capture,25,Single Contributor,Pending,Not Started,No
6d7232c0,France,Urban Development,28/09/2023,Idea 1671,Circular Economy,126,Single Contributor,Approved,In Progress,No
d7638f01,USA,Infrastructure,05/12/2024,Idea 1672,Smart Cities,205,Cross-Regional Team,Approved,Not Started,No
784629d2,Australia,Renewable Energy,01/07/2023,Idea 1673,Renewable Energy,36,Cross-Regional Team,Rejected,Not Started,Yes
02942be8,Mexico,Environmental Policy,12/11/2023,Idea 1674,Circular Economy,175,Single Contributor,Rejected,Not Started,Yes
6ad4ee53,China,Technology,28/09/2024,Idea 1675,Renewable Energy,260,Cross-Regional Team,Approved,Completed,No
180897f2,India,Infrastructure,08/05/2024,Idea 1676,Carbon Capture,133,Single Contributor,Pending,Not Started,No
b0a4ffd3,Mexico,Infrastructure,27/06/2023,Idea 1677,Circular Economy,400,Single Contributor,Approved,Not Started,No
8af56aa6,USA,Infrastructure,24/02/2025,Idea 1678,Circular Economy,96,Cross-Regional Team,Rejected,Not Started,No
bc4c6ea7,USA,Urban Development,03/01/2024,Idea 1679,Water Management,155,Cross-Regional Team,Rejected,Not Started,Yes
53dfcff6,France,Renewable Energy,01/06/2023,Idea 1680,Renewable Energy,213,Single Contributor,Pending,Not Started,No
2d183759,Brazil,Technology,28/05/2023,Idea 1681,Water Management,99,Single Contributor,Pending,Not Started,No
13dee706,Brazil,Technology,07/10/2024,Idea 1682,Smart Cities,235,Cross-Regional Team,Rejected,Not Started,No
f7902454,Germany,Urban Development,06/10/2024,Idea 1683,Water Management,447,Cross-Regional Team,Rejected,Not Started,No
aa5d2322,Mexico,Infrastructure,02/05/2024,Idea 1684,Smart Cities,306,Single Contributor,Rejected,Not Started,No
452d4362,UK,Renewable Energy,04/06/2023,Idea 1685,Sustainable Transport,38,Cross-Regional Team,Rejected,Not Started,No
c904801b,Japan,Technology,02/10/2024,Idea 1686,Sustainable Transport,430,Single Contributor,Approved,In Progress,No
917f8820,Canada,Technology,23/04/2023,Idea 1687,Renewable Energy,418,Cross-Regional Team,Pending,Not Started,No
b1575d7d,Brazil,Renewable Energy,15/07/2024,Idea 1688,Circular Economy,338,Cross-Regional Team,Rejected,Not Started,Yes
341e12fe,Germany,Urban Development,20/02/2025,Idea 1689,Renewable Energy,369,Cross-Regional Team,Approved,In Progress,No
b4a8e387,Canada,Research,17/08/2023,Idea 1690,Carbon Capture,74,Cross-Regional Team,Approved,In Progress,No
5cd1c331,China,Research,05/04/2024,Idea 1691,Water Management,432,Single Contributor,Rejected,Not Started,Yes
4b4cc7ba,USA,Infrastructure,05/12/2024,Idea 1692,Renewable Energy,491,Single Contributor,Approved,Completed,No
af161419,France,Environmental Policy,27/01/2024,Idea 1693,Renewable Energy,157,Single Contributor,Approved,Completed,No
99a5bcf7,Japan,Infrastructure,17/06/2023,Idea 1694,Renewable Energy,153,Single Contributor,Rejected,Not Started,No
87f9009c,Australia,Urban Development,30/04/2023,Idea 1695,Carbon Capture,322,Single Contributor,Rejected,Not Started,No
cb4ececc,Japan,Research,30/03/2023,Idea 1696,Circular Economy,32,Single Contributor,Rejected,Not Started,Yes
259d7766,Australia,Research,28/01/2025,Idea 1697,Carbon Capture,187,Single Contributor,Approved,Completed,No
b7d6a749,Australia,Technology,10/11/2024,Idea 1698,Smart Cities,213,Single Contributor,Approved,In Progress,No
74b32212,Japan,Infrastructure,04/11/2024,Idea 1699,Smart Cities,46,Cross-Regional Team,Approved,Not Started,No
