Transaction ID,Customer ID,Book Title,Author,Genre,Purchase Method,Payment Method,Stock Before,Stock After,Loyalty Points,Promotion Applied,Discount Applied,Order Status,Restock Triggered
a0e1a2e5,8b2bd1,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,43,42,10,"Buy One, Get One Free",0,Completed,No
95597afc,321867,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,24,21,30,Flat 50% Discount,50,Completed,No
a2bd20a3,82338b,1984,George Orwell,Dystopian,Online,Cash,11,8,30,"Buy One, Get One Free",0,Completed,No
40a2ce62,e20933,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,33,30,30,Flat 50% Discount,50,Completed,No
6122aaef,97205b,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,12,9,30,"Buy One, Get One Free",0,Completed,No
6208310,1e599e,Educated,Tara Westover,Memoir,Online,Card,14,12,20,None,0,Completed,No
843e44c3,b9130b,Atomic Habits,James Clear,Self-Help,Online,Cash,31,30,10,None,0,Completed,No
f5f00cb5,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,32,29,0,None,0,Completed,No
02b8e780,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Online Payment,47,44,0,None,0,Completed,No
2b101556,1.86E+35,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,32,31,10,Flat 50% Discount,50,Completed,No
4500cd0a,1b825c,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,26,23,30,Flat 50% Discount,50,Completed,No
cb7c3d36,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,30,28,0,None,0,Completed,No
d90b82bd,4f7c24,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,26,23,30,Flat 50% Discount,50,Completed,No
2500eea3,2a064c,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,30,29,10,Earn 2x Reward Points,0,Completed,No
80488c22,5eb13d,The Midnight Library,Matt Haig,Fantasy,Online,Card,36,34,20,None,0,Completed,No
c86ed54f,a479ae,Atomic Habits,James Clear,Self-Help,Online,Online Payment,25,22,30,"Buy 3 Books, Get 1 Free",0,Completed,No
f9a68d53,Guest,Educated,Tara Westover,Memoir,In-Store,Card,43,42,0,None,0,Completed,No
ea0a19ca,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Cash,14,11,0,None,0,Declined (Insufficient Funds),No
b54b10d7,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Cash,29,27,0,None,0,Completed,No
71f2ec1e,cb4ad9,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,10,7,30,"Buy One, Get One Free",0,Completed,No
5afce2eb,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Online Payment,24,22,0,None,0,Completed,No
16e8791e,034dd4,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,37,36,10,None,0,Completed,No
1b323f74,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Cash,40,39,0,None,0,Completed,No
2465a282,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Card,17,16,0,None,0,Completed,No
38c713b5,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Online Payment,31,29,0,None,0,Completed,No
71590cf5,8adca5,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,6,4,20,Earn 2x Reward Points,0,Completed,Yes
d18dc60d,d4a232,Educated,Tara Westover,Memoir,Online,Card,14,12,20,Flat 50% Discount,50,Completed,No
acc6cfe1,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Cash,9,6,0,None,0,Completed,No
756caefd,Guest,1984,George Orwell,Dystopian,In-Store,Online Payment,41,39,0,None,0,Completed,No
5ac42794,3d2bd2,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,25,22,30,None,0,Completed,No
acb02eca,dfa850,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,7,5,20,"Buy 3 Books, Get 1 Free",0,Completed,No
4063fd0d,58ecf9,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,48,47,10,"Buy 3 Books, Get 1 Free",0,Completed,No
675a2a36,a2f224,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,43,40,30,Earn 2x Reward Points,0,Completed,No
4c9d32e0,Guest,1984,George Orwell,Dystopian,In-Store,Cash,10,9,0,None,0,Completed,No
63cb7c7a,d18f1b,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,11,10,10,"Buy 3 Books, Get 1 Free",0,Completed,No
9521c694,c12287,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,9,8,10,"Buy One, Get One Free",0,Completed,No
00c061b2,814821,Educated,Tara Westover,Memoir,Online,Cash,23,21,20,"Buy 3 Books, Get 1 Free",0,Completed,No
088cf27d,1c9352,The Midnight Library,Matt Haig,Fantasy,Online,Card,23,20,30,"Buy One, Get One Free",0,Completed,No
771b5578,f4a801,Becoming,Michelle Obama,Biography,Online,Online Payment,17,16,10,None,0,Completed,No
29a465b0,f60f3c,Atomic Habits,James Clear,Self-Help,Online,Online Payment,42,41,10,"Buy One, Get One Free",0,Completed,No
513e01b7,3bdaeb,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,37,36,10,"Buy One, Get One Free",0,Completed,No
f535fcee,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Card,17,15,0,None,0,Completed,No
5cc0fab0,de34ec,Educated,Tara Westover,Memoir,Online,Card,5,4,10,"Buy 3 Books, Get 1 Free",0,Completed,Yes
156d658c,971ecc,Dune,Frank Herbert,Sci-Fi,Online,Cash,16,15,10,"Buy One, Get One Free",0,Completed,No
88d422a2,29f98e,Dune,Frank Herbert,Sci-Fi,Online,Cash,14,11,30,None,0,Completed,No
43e4ccbe,e2fb96,Becoming,Michelle Obama,Biography,Online,Cash,16,15,10,"Buy 3 Books, Get 1 Free",0,Completed,No
8b5b49ea,d1aca4,Atomic Habits,James Clear,Self-Help,Online,Online Payment,13,11,20,"Buy 3 Books, Get 1 Free",0,Completed,No
dc4da02d,cfc231,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,41,40,10,None,0,Completed,No
d4d847cf,61fa11,1984,George Orwell,Dystopian,Online,Card,48,46,20,Earn 2x Reward Points,0,Completed,No
08ba27ec,0ba8ba,The Midnight Library,Matt Haig,Fantasy,Online,Card,5,2,30,Flat 50% Discount,50,Completed,Yes
9b1898e2,73524f,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,37,35,20,Flat 50% Discount,50,Completed,No
a156439f,dd5e10,Becoming,Michelle Obama,Biography,Online,Card,25,22,30,Flat 50% Discount,50,Completed,No
b150dd2b,426378,Dune,Frank Herbert,Sci-Fi,Online,Cash,31,28,30,Earn 2x Reward Points,0,Completed,No
344a6a30,13bdfe,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,32,30,20,Earn 2x Reward Points,0,Completed,No
3cc8cca5,c02f1b,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,23,20,30,Earn 2x Reward Points,0,Completed,No
187625bc,8c36c5,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,35,32,30,Flat 50% Discount,50,Completed,No
b573f1dd,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,13,11,0,None,0,Completed,No
3d1b5cab,e448a1,Dune,Frank Herbert,Sci-Fi,Online,Cash,40,37,30,None,0,Completed,No
83922581,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Card,9,6,0,None,0,Completed,No
8de71d31,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,29,26,0,None,0,Completed,No
be261462,9de9a3,Educated,Tara Westover,Memoir,Online,Online Payment,6,4,20,Earn 2x Reward Points,0,Completed,Yes
40bcae3e,f47579,Educated,Tara Westover,Memoir,Online,Card,42,41,10,Earn 2x Reward Points,0,Completed,No
182fc837,ad0ca4,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,31,30,10,Earn 2x Reward Points,0,Completed,No
d8afbc2d,116969,Educated,Tara Westover,Memoir,Online,Card,34,33,10,Earn 2x Reward Points,0,Completed,No
e208a210,d74378,1984,George Orwell,Dystopian,Online,Cash,15,13,20,"Buy 3 Books, Get 1 Free",0,Completed,No
6e69813c,Guest,1984,George Orwell,Dystopian,In-Store,Cash,5,3,0,None,0,Declined (Insufficient Funds),Yes
1393038e,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,22,21,0,None,0,Completed,No
139ed349,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,23,20,0,None,0,Completed,No
068b94bc,a31274,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,13,11,20,Flat 50% Discount,50,Completed,No
33b182af,Guest,Educated,Tara Westover,Memoir,In-Store,Online Payment,27,26,0,None,0,Completed,No
fc19cf69,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,48,47,0,None,0,Completed,No
f5cabce6,d15ec6,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,6,3,30,"Buy 3 Books, Get 1 Free",0,Completed,Yes
3015242c,58dac4,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,24,23,10,Flat 50% Discount,50,Completed,No
81070873,2fe1b9,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,11,8,30,Flat 50% Discount,50,Completed,No
3f6efa9e,414897,Educated,Tara Westover,Memoir,Online,Online Payment,50,49,10,None,0,Declined (Insufficient Funds),No
4b7dbfc6,9ef835,Educated,Tara Westover,Memoir,Online,Card,49,46,30,Flat 50% Discount,50,Completed,No
ebce3067,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Cash,49,47,0,None,0,Completed,No
7d2823fc,9edd9c,Becoming,Michelle Obama,Biography,Online,Cash,16,15,10,Flat 50% Discount,50,Completed,No
9789a005,bf513c,The Midnight Library,Matt Haig,Fantasy,Online,Cash,26,24,20,"Buy 3 Books, Get 1 Free",0,Completed,No
ea50fd20,599233,1984,George Orwell,Dystopian,Online,Card,24,22,20,None,0,Completed,No
39e89f1e,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,27,24,0,None,0,Completed,No
9b7af579,1986a7,Atomic Habits,James Clear,Self-Help,Online,Cash,30,29,10,None,0,Completed,No
500b1275,742f3a,The Silent Patient,Alex Michaelides,Thriller,Online,Card,6,5,10,None,0,Completed,No
ed5200a1,6cbd79,The Silent Patient,Alex Michaelides,Thriller,Online,Card,35,34,10,"Buy 3 Books, Get 1 Free",0,Completed,No
7e1a3a97,ad98ac,The Midnight Library,Matt Haig,Fantasy,Online,Cash,26,24,20,"Buy One, Get One Free",0,Completed,No
5b371b7a,d90c94,The Midnight Library,Matt Haig,Fantasy,Online,Card,17,15,20,Earn 2x Reward Points,0,Completed,No
1fd61a68,Guest,1984,George Orwell,Dystopian,In-Store,Card,42,39,0,None,0,Completed,No
a218bc33,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Cash,34,31,0,None,0,Completed,No
f9315221,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Card,32,30,0,None,0,Completed,No
0f2dff55,e97995,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,38,37,10,Earn 2x Reward Points,0,Completed,No
1ac4e341,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Card,21,20,0,None,0,Completed,No
711aeef5,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Online Payment,23,22,0,None,0,Completed,No
507bd4f1,0d9e86,Becoming,Michelle Obama,Biography,Online,Card,37,36,10,"Buy One, Get One Free",0,Completed,No
68adf0df,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,46,44,0,None,0,Declined (Insufficient Funds),No
7b1397ba,53f055,1984,George Orwell,Dystopian,Online,Card,27,25,20,"Buy One, Get One Free",0,Completed,No
9dde7a1a,7149d9,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,27,25,20,"Buy One, Get One Free",0,Completed,No
be1ae000,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,38,36,0,None,0,Completed,No
ab7adab3,85ef38,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,32,30,20,Flat 50% Discount,50,Completed,No
28340b04,d74677,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,50,49,10,"Buy One, Get One Free",0,Completed,No
7dfddb89,122bab,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,49,47,20,None,0,Completed,No
6500b9e5,58fa19,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Card,29,27,20,"Buy 3 Books, Get 1 Free",0,Declined (Insufficient Funds),No
50d06a59,37fc8d,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,21,19,20,Flat 50% Discount,50,Completed,No
25035253,ff79e6,The Silent Patient,Alex Michaelides,Thriller,Online,Card,12,11,10,Flat 50% Discount,50,Completed,No
58689f59,89385b,The Midnight Library,Matt Haig,Fantasy,Online,Card,40,37,30,Earn 2x Reward Points,0,Completed,No
7ca8d9f2,4f002c,Atomic Habits,James Clear,Self-Help,Online,Online Payment,41,40,10,"Buy One, Get One Free",0,Completed,No
dfd8a939,9af250,1984,George Orwell,Dystopian,Online,Online Payment,33,30,30,Flat 50% Discount,50,Completed,No
f7b7da39,bbe527,Atomic Habits,James Clear,Self-Help,Online,Card,26,23,30,"Buy 3 Books, Get 1 Free",0,Completed,No
b2cd1ebc,f8a02e,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,8,6,20,Flat 50% Discount,50,Completed,No
331de4f1,21a918,Atomic Habits,James Clear,Self-Help,Online,Card,27,26,10,"Buy One, Get One Free",0,Completed,No
39cc3313,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,6,5,0,None,0,Completed,No
2c1be3c1,9269ef,Atomic Habits,James Clear,Self-Help,Online,Cash,21,20,10,"Buy 3 Books, Get 1 Free",0,Completed,No
d63d92de,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,13,11,0,None,0,Completed,No
3b2360ea,a0e2ec,The Midnight Library,Matt Haig,Fantasy,Online,Card,13,12,10,"Buy One, Get One Free",0,Completed,No
cce7ceb6,516808,1984,George Orwell,Dystopian,Online,Cash,48,45,30,Flat 50% Discount,50,Completed,No
e190a726,7fde17,Atomic Habits,James Clear,Self-Help,Online,Cash,45,43,20,"Buy One, Get One Free",0,Completed,No
24d9865a,d0fc84,Educated,Tara Westover,Memoir,Online,Card,20,19,10,None,0,Completed,No
4175ea52,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Online Payment,11,9,0,None,0,Completed,No
150aea52,ab447f,1984,George Orwell,Dystopian,Online,Online Payment,40,39,10,"Buy 3 Books, Get 1 Free",0,Completed,No
763e1563,bf87da,Atomic Habits,James Clear,Self-Help,Online,Online Payment,48,45,30,Flat 50% Discount,50,Completed,No
9fac6913,9c2020,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,50,49,10,None,0,Completed,No
970d6393,708381,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,13,11,20,Flat 50% Discount,50,Completed,No
8125591b,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,23,21,0,None,0,Completed,No
c48a5e27,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Cash,48,46,0,None,0,Completed,No
11348397,249d37,1984,George Orwell,Dystopian,Online,Card,8,5,30,Flat 50% Discount,50,Completed,No
070d04e5,749c01,Becoming,Michelle Obama,Biography,Online,Cash,42,40,20,Flat 50% Discount,50,Completed,No
904bc46b,9cafde,Educated,Tara Westover,Memoir,Online,Cash,5,3,20,Earn 2x Reward Points,0,Completed,Yes
0f8dc753,080bd1,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,36,35,10,"Buy One, Get One Free",0,Completed,No
3ee1c7b7,3db122,The Midnight Library,Matt Haig,Fantasy,Online,Card,30,28,20,Flat 50% Discount,50,Completed,No
7fec8d3b,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Cash,50,48,0,None,0,Completed,No
966d0a1a,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Card,42,41,0,None,0,Completed,No
c6fdc8e8,4b0ae5,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,45,43,20,None,0,Completed,No
5e6ba9c6,c25eb9,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,41,40,10,Flat 50% Discount,50,Completed,No
c1b2922f,c59221,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,49,47,20,"Buy 3 Books, Get 1 Free",0,Completed,No
e29a4d35,933d64,Atomic Habits,James Clear,Self-Help,Online,Online Payment,18,16,20,"Buy One, Get One Free",0,Completed,No
8cf09a09,7325a9,Becoming,Michelle Obama,Biography,Online,Card,26,23,30,"Buy One, Get One Free",0,Completed,No
a6bae966,d39d9c,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,44,43,10,"Buy 3 Books, Get 1 Free",0,Completed,No
f624c7db,05f283,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,11,9,20,"Buy One, Get One Free",0,Completed,No
8f61b16b,26c613,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,9,6,30,None,0,Completed,No
6cec7fdf,269de4,Educated,Tara Westover,Memoir,Online,Online Payment,15,12,30,Earn 2x Reward Points,0,Completed,No
f37ed552,29cf7a,The Silent Patient,Alex Michaelides,Thriller,Online,Card,17,14,30,None,0,Completed,No
e6af2360,81e4a8,The Midnight Library,Matt Haig,Fantasy,Online,Cash,28,26,20,"Buy 3 Books, Get 1 Free",0,Completed,No
dc14a13d,Guest,Dune,Frank Herbert,Sci-Fi,In-Store,Online Payment,17,15,0,None,0,Completed,No
b488ac1a,51490b,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,28,26,20,None,0,Completed,No
1120838,3e9d7d,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,29,27,20,"Buy One, Get One Free",0,Completed,No
8fc14b97,00dadc,Dune,Frank Herbert,Sci-Fi,Online,Cash,17,14,30,"Buy One, Get One Free",0,Completed,No
6b619b4d,a18367,Dune,Frank Herbert,Sci-Fi,Online,Card,48,46,20,"Buy One, Get One Free",0,Completed,No
8c2e87eb,Guest,Educated,Tara Westover,Memoir,In-Store,Online Payment,15,12,0,None,0,Completed,No
d635d941,03fa0a,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,20,17,30,"Buy One, Get One Free",0,Completed,No
f9da4584,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,8,6,0,None,0,Completed,No
49120777,0fbbce,1984,George Orwell,Dystopian,Online,Card,14,11,30,Flat 50% Discount,50,Completed,No
5b2380ca,58ed8b,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,25,24,10,Earn 2x Reward Points,0,Completed,No
55c20a15,227000,Atomic Habits,James Clear,Self-Help,Online,Card,40,39,10,Earn 2x Reward Points,0,Completed,No
b230d45a,1f7f62,Dune,Frank Herbert,Sci-Fi,Online,Cash,19,17,20,Earn 2x Reward Points,0,Completed,No
b3fc2a0d,04a63d,The Silent Patient,Alex Michaelides,Thriller,Online,Card,26,25,10,Flat 50% Discount,50,Completed,No
e4a9fbf3,641185,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,50,47,30,None,0,Completed,No
225baa2d,Guest,Educated,Tara Westover,Memoir,In-Store,Online Payment,7,5,0,None,0,Completed,No
b363ae39,8c0431,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,12,9,30,"Buy 3 Books, Get 1 Free",0,Completed,No
8072934d,54d219,Educated,Tara Westover,Memoir,Online,Online Payment,41,38,30,None,0,Completed,No
3d4fdfd6,c90100,Atomic Habits,James Clear,Self-Help,Online,Online Payment,48,47,10,"Buy 3 Books, Get 1 Free",0,Completed,No
185d751a,1c384e,The Catcher in the Rye,J.D. Salinger,Classic,Online,Card,7,5,20,Earn 2x Reward Points,0,Completed,No
49f6589f,9e9258,The Midnight Library,Matt Haig,Fantasy,Online,Online Payment,37,35,20,None,0,Completed,No
7b9c6602,d041be,Becoming,Michelle Obama,Biography,Online,Card,14,11,30,"Buy One, Get One Free",0,Completed,No
08a84997,7.56E+15,The Midnight Library,Matt Haig,Fantasy,Online,Card,13,11,20,None,0,Completed,No
d70be6b5,267fe8,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,20,18,20,"Buy One, Get One Free",0,Completed,No
fe66635d,993aa3,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,47,45,20,"Buy One, Get One Free",0,Completed,No
2fcc2ff0,Guest,Educated,Tara Westover,Memoir,In-Store,Card,15,12,0,None,0,Completed,No
5437c860,b68636,Atomic Habits,James Clear,Self-Help,Online,Card,13,10,30,None,0,Completed,No
47e7b5bd,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Card,20,18,0,None,0,Completed,No
fbb353b8,a255d0,The Silent Patient,Alex Michaelides,Thriller,Online,Card,25,24,10,Earn 2x Reward Points,0,Completed,No
1e2b5eda,Guest,Educated,Tara Westover,Memoir,In-Store,Cash,10,7,0,None,0,Completed,No
352a47bd,Guest,Educated,Tara Westover,Memoir,In-Store,Cash,21,18,0,None,0,Completed,No
393f9b83,79ce87,Where the Crawdads Sing,Delia Owens,Fiction,Online,Card,11,9,20,None,0,Completed,No
cde8c655,d19601,Dune,Frank Herbert,Sci-Fi,Online,Cash,29,26,30,None,0,Declined (Insufficient Funds),No
46f8c0eb,Guest,Atomic Habits,James Clear,Self-Help,In-Store,Cash,40,37,0,None,0,Completed,No
2fd5d189,ec2cfb,Atomic Habits,James Clear,Self-Help,Online,Online Payment,15,13,20,Earn 2x Reward Points,0,Completed,No
3ab2bddc,b99fd9,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,41,39,20,None,0,Completed,No
2cd98aff,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,7,6,0,None,0,Completed,No
981ee094,Guest,Educated,Tara Westover,Memoir,In-Store,Online Payment,11,10,0,None,0,Completed,No
b4e40179,Guest,Educated,Tara Westover,Memoir,In-Store,Online Payment,7,6,0,None,0,Completed,No
9a45d578,a60c00,The Silent Patient,Alex Michaelides,Thriller,Online,Card,8,5,30,Flat 50% Discount,50,Completed,No
299eafae,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Online Payment,17,15,0,None,0,Completed,No
d8e7f3d3,Guest,1984,George Orwell,Dystopian,In-Store,Card,13,12,0,None,0,Completed,No
d0a1848a,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Online Payment,14,11,0,None,0,Completed,No
801f8ba0,8016d6,1984,George Orwell,Dystopian,Online,Card,13,10,30,"Buy 3 Books, Get 1 Free",0,Completed,No
830a0851,0a0d31,Educated,Tara Westover,Memoir,Online,Online Payment,44,43,10,"Buy 3 Books, Get 1 Free",0,Completed,No
14318591,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Cash,29,27,0,None,0,Completed,No
0a721e11,516198,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,21,19,20,Earn 2x Reward Points,0,Completed,No
cfc213c3,a5e348,The Catcher in the Rye,J.D. Salinger,Classic,Online,Cash,14,12,20,Flat 50% Discount,50,Completed,No
c3b0afab,65eda1,1984,George Orwell,Dystopian,Online,Card,26,23,30,"Buy 3 Books, Get 1 Free",0,Completed,No
97bca68b,035ab5,1984,George Orwell,Dystopian,Online,Card,36,35,10,Flat 50% Discount,50,Completed,No
d8c88014,78fcf7,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,30,28,20,None,0,Completed,No
67b8dbad,5e3528,The Midnight Library,Matt Haig,Fantasy,Online,Card,32,29,30,"Buy One, Get One Free",0,Completed,No
b5ef7038,bedf18,The Catcher in the Rye,J.D. Salinger,Classic,Online,Online Payment,6,3,30,"Buy One, Get One Free",0,Completed,Yes
3a2f478c,Guest,The Hobbit,J.R.R. Tolkien,Fantasy,In-Store,Card,17,14,0,None,0,Completed,No
efde8635,8d74b2,Educated,Tara Westover,Memoir,Online,Card,50,49,10,Flat 50% Discount,50,Completed,No
ed1b32d3,d74a8e,The Midnight Library,Matt Haig,Fantasy,Online,Card,19,16,30,"Buy 3 Books, Get 1 Free",0,Completed,No
ae1060c8,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Cash,43,41,0,None,0,Completed,No
5b59eb01,178ecc,Atomic Habits,James Clear,Self-Help,Online,Online Payment,35,33,20,"Buy One, Get One Free",0,Completed,No
f5d3d939,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Online Payment,23,20,0,None,0,Completed,No
e90aff40,6b92b5,Where the Crawdads Sing,Delia Owens,Fiction,Online,Online Payment,6,4,20,None,0,Completed,Yes
dc9f27c3,Guest,Educated,Tara Westover,Memoir,In-Store,Online Payment,46,44,0,None,0,Completed,No
209ab70b,0425df,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,35,32,30,"Buy 3 Books, Get 1 Free",0,Completed,No
1f2c41f2,6d7f47,Dune,Frank Herbert,Sci-Fi,Online,Cash,37,35,20,Flat 50% Discount,50,Completed,No
a886f215,eab43a,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,49,47,20,Flat 50% Discount,50,Completed,No
2d164a07,235308,Dune,Frank Herbert,Sci-Fi,Online,Online Payment,24,22,20,Flat 50% Discount,50,Completed,No
fe88fbf5,6a4d0d,The Silent Patient,Alex Michaelides,Thriller,Online,Online Payment,14,11,30,Flat 50% Discount,50,Completed,No
6d20cde8,742d50,Becoming,Michelle Obama,Biography,Online,Online Payment,34,33,10,None,0,Completed,No
d0e550a0,Guest,The Midnight Library,Matt Haig,Fantasy,In-Store,Card,32,30,0,None,0,Completed,No
38d5ff6f,0cda0e,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,5,4,10,Flat 50% Discount,50,Completed,Yes
32aee874,946a0b,Becoming,Michelle Obama,Biography,Online,Online Payment,37,35,20,"Buy 3 Books, Get 1 Free",0,Completed,No
a2993ec4,Guest,The Catcher in the Rye,J.D. Salinger,Classic,In-Store,Online Payment,31,28,0,None,0,Completed,No
7a5c67a3,d4c6df,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Online Payment,50,49,10,Earn 2x Reward Points,0,Completed,No
bc2a44c7,b82ee7,Becoming,Michelle Obama,Biography,Online,Cash,22,21,10,Earn 2x Reward Points,0,Completed,No
0dc21d12,d70001,Where the Crawdads Sing,Delia Owens,Fiction,Online,Cash,50,49,10,Earn 2x Reward Points,0,Completed,No
2facce14,addbbf,Dune,Frank Herbert,Sci-Fi,Online,Cash,43,40,30,Flat 50% Discount,50,Completed,No
580e56e4,Guest,The Silent Patient,Alex Michaelides,Thriller,In-Store,Online Payment,42,39,0,None,0,Completed,No
eb4657fa,e23d5b,The Silent Patient,Alex Michaelides,Thriller,Online,Cash,5,4,10,"Buy 3 Books, Get 1 Free",0,Completed,Yes
de0e6375,99a45a,Educated,Tara Westover,Memoir,Online,Card,34,31,30,"Buy 3 Books, Get 1 Free",0,Completed,No
302887fe,71de73,Educated,Tara Westover,Memoir,Online,Card,41,40,10,"Buy 3 Books, Get 1 Free",0,Completed,No
f6e7dcc8,7c6f5e,Educated,Tara Westover,Memoir,Online,Cash,32,31,10,"Buy One, Get One Free",0,Completed,No
4412ce52,Guest,Where the Crawdads Sing,Delia Owens,Fiction,In-Store,Online Payment,47,45,0,None,0,Completed,No
412e589d,01b62d,The Hobbit,J.R.R. Tolkien,Fantasy,Online,Cash,29,28,10,None,0,Completed,No
df6548e3,24244a,Atomic Habits,James Clear,Self-Help,Online,Online Payment,35,33,20,"Buy 3 Books, Get 1 Free",0,Completed,No
de69e7c9,Guest,Becoming,Michelle Obama,Biography,In-Store,Card,11,9,0,None,0,Completed,No
